date,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2017-05-03,34,2.0,0.0,7.0,2379.0,0.0,565.0,3.0,779.0,777.0,236.31599999999997,112.0,83.881,3498.3909999999996,2.0,9.0,62.0,42.0,2.0,240.0,6.0,6.0,6.0,32.0,0.0,136.533,332.0,5.0,10.0,124.532005,44.0,854.4010000000001,17.0,3.0
2017-05-04,34,4.0,0.0,6.0,2021.0,0.0,589.0,8.0,923.0,491.0,211.673,133.0,83.0,3558.0,6.0,9.0,33.0,47.0,1.0,197.0,10.0,8.0,3.0,26.0,1.0,249.63099999999997,269.0,2.0,7.0,109.548004,24.961,633.92,17.0,2.0
2017-05-05,34,1.0,1.0,3.0,2503.0,0.0,527.0,9.0,1608.0,762.0,205.997,170.0,84.126,3624.711,4.0,3.0,46.0,51.0,1.0,240.0,1.0,10.0,10.0,38.0,2.0,161.28,257.0,1.0,9.0,138.69299999999998,41.033,620.881,5.0,1.0
2017-05-06,34,5.0,0.0,2.0,2533.0,0.0,692.0,17.0,908.0,735.0,257.586,182.0,99.685,4605.648,7.0,3.0,37.0,69.0,4.0,227.0,3.0,11.0,10.0,93.0,4.0,187.83,419.0,0.0,14.0,180.87400000000002,58.24,679.669,9.0,0.0
2017-05-07,34,6.0,1.0,4.0,3096.0,0.0,705.0,0.0,993.0,820.0,223.736,215.0,89.281,4301.352,2.0,4.0,47.0,77.0,0.0,241.0,14.0,1.0,9.0,40.0,4.0,171.769,341.0,0.0,8.0,145.84601,35.0,755.80597,20.0,2.0
2017-05-08,34,7.0,0.0,3.0,2570.0,0.0,616.0,7.0,926.0,687.0,249.315,286.0,81.0,3699.156,0.0,4.0,52.0,67.0,1.0,239.0,2.0,9.0,7.0,20.0,2.0,164.792,269.0,4.0,7.0,121.735,27.0,728.5169999999999,8.0,6.0
2017-05-09,34,4.0,5.0,3.0,2193.0,0.0,665.0,2.0,914.0,612.0,243.93599999999998,116.0,81.0,4222.031,4.0,11.0,38.0,48.0,1.0,203.0,1.0,6.0,5.0,31.0,0.0,189.764,273.0,3.0,13.0,118.35799999999999,30.169,1318.3629999999998,14.0,6.0
2017-05-10,34,6.0,0.0,5.0,1838.0,0.0,589.0,3.0,731.0,645.0,173.544,149.0,86.865,2930.258,7.0,4.0,21.0,41.0,1.0,190.0,0.0,16.0,2.0,14.0,1.0,143.545,279.0,4.0,6.0,100.402,24.695999999999998,586.105,5.0,3.0
2017-05-11,34,9.0,0.0,7.0,1914.0,0.0,557.0,9.0,788.0,508.0,192.58301,158.0,108.17,3316.2270000000003,10.0,5.0,18.0,36.0,0.0,185.0,2.0,5.0,8.0,17.0,2.0,179.166,243.0,1.0,9.0,122.537,25.948,683.852,9.0,12.0
2017-05-12,34,0.0,0.0,3.0,2499.0,0.0,591.0,6.0,928.0,731.0,246.40599999999998,175.0,110.76100000000001,4701.164000000001,28.0,6.0,49.0,57.0,0.0,288.0,6.0,14.0,8.0,26.0,5.0,137.532,342.0,4.0,9.0,146.861,40.705999999999996,634.715,5.0,1.0
2017-05-13,34,3.0,0.0,4.0,3141.0,0.0,717.0,10.0,1997.0,1137.0,299.5,254.0,164.632,6244.835999999999,29.0,2.0,43.0,65.0,0.0,246.0,5.0,52.0,3.0,101.0,5.0,158.901,470.0,9.0,8.0,194.412,53.0,830.058,7.0,4.0
2017-05-14,34,3.0,0.0,3.0,2582.0,0.0,716.0,15.0,703.0,875.0,228.683,161.0,97.26700000000001,4384.523,14.0,0.0,40.0,51.0,2.0,190.0,7.0,17.0,11.0,56.0,5.0,145.3,261.0,6.0,9.0,122.975,37.7,619.51,6.0,1.0
2017-05-15,34,2.0,1.0,5.0,2640.0,0.0,695.0,15.0,1027.0,1027.0,243.739,159.0,102.0,4228.227,5.0,4.0,115.0,62.0,1.0,276.0,4.0,3.0,15.0,35.0,3.0,171.075,328.0,2.0,3.0,129.011,47.772,713.965,7.0,1.0
2017-05-16,34,9.0,0.0,8.0,2198.0,0.0,659.0,13.0,919.0,654.0,227.838,145.0,89.0,4094.18,7.0,5.0,39.0,47.0,2.0,274.0,14.0,13.0,8.0,18.0,2.0,207.479,281.0,7.0,5.0,150.773,27.997,1475.533,6.0,6.0
2017-05-17,34,1.0,0.0,7.0,2231.0,0.0,634.0,2.0,1113.0,853.0,233.018,111.0,74.0,3813.094,5.0,8.0,38.0,44.0,1.0,227.0,11.0,18.0,10.0,29.0,0.0,160.054,296.0,2.0,4.0,120.65700000000001,23.0,846.4110000000001,3.0,5.0
2017-05-18,34,3.0,0.0,4.0,1876.0,0.0,603.0,12.0,692.0,547.0,234.065,146.0,64.0,2851.281,9.0,8.0,49.0,53.0,2.0,200.0,5.0,8.0,7.0,41.0,1.0,217.21599999999998,288.0,9.0,5.0,93.507,56.0,624.332,4.0,8.0
2017-05-19,34,3.0,1.0,3.0,2161.0,0.0,559.0,12.0,984.0,598.0,196.827,189.0,85.79799999999999,3797.2340000000004,7.0,7.0,41.0,33.0,1.0,171.0,7.0,11.0,6.0,49.0,0.0,168.275,186.0,10.0,7.0,150.457,76.0,725.409,0.0,0.0
2017-05-20,34,3.0,0.0,6.0,2656.0,0.0,597.0,16.0,1025.0,701.0,278.972,125.0,91.0,4479.445,2.0,5.0,42.0,75.0,0.0,237.0,6.0,11.0,10.0,68.0,4.0,171.98799,379.0,4.0,5.0,156.482,50.0,770.2589999999999,3.0,8.0
2017-05-21,34,3.0,0.0,6.0,2672.0,0.0,636.0,7.0,992.0,835.0,280.959,93.0,73.0,4434.523,11.0,7.0,28.0,48.0,1.0,241.0,16.0,9.0,6.0,14.0,2.0,206.465,273.0,6.0,11.0,122.36200000000001,48.132,818.387,3.0,6.0
2017-05-22,34,1.0,0.0,2.0,2484.0,0.0,539.0,4.0,1209.0,698.0,262.764,214.0,111.0,4127.719,2.0,5.0,37.0,39.0,0.0,214.0,7.0,11.0,12.0,11.0,1.0,132.608,250.0,6.0,7.0,151.672,34.916,778.623,1.0,1.0
2017-05-23,34,2.0,0.0,2.0,2199.0,0.0,634.0,3.0,1054.0,533.0,216.83700000000002,142.0,81.781,3419.844,8.0,6.0,33.0,32.0,0.0,179.0,3.0,6.0,7.0,13.0,2.0,196.38701,232.0,5.0,9.0,123.368004,29.802,1291.441,6.0,4.0
2017-05-24,34,4.0,0.0,5.0,1579.0,0.0,547.0,7.0,700.0,615.0,216.424,103.0,71.0,2962.836,4.0,2.0,24.0,37.0,1.0,137.0,1.0,15.0,8.0,34.0,2.0,147.469,243.0,0.0,14.0,116.09700000000001,41.0,512.044,2.0,1.0
2017-05-25,34,5.0,0.0,1.0,2098.0,0.0,545.0,10.0,972.0,602.0,258.027,114.0,83.865,3428.9840000000004,9.0,3.0,21.0,47.0,1.0,170.0,3.0,8.0,8.0,44.0,2.0,227.29001,232.0,3.0,2.0,115.973,54.321000000000005,776.0219999999999,1.0,5.0
2017-05-26,34,9.0,0.0,2.0,3046.0,0.0,608.0,9.0,958.0,795.0,272.022,165.0,93.331,5262.125,6.0,2.0,46.0,65.0,2.0,239.0,11.0,11.0,8.0,67.0,2.0,157.648,348.0,2.0,11.0,168.15900000000002,30.237,778.95703,2.0,5.0
2017-05-27,34,2.0,0.0,0.0,2162.0,0.0,619.0,8.0,789.0,746.0,287.941,131.0,51.0,3764.336,3.0,8.0,40.0,41.0,1.0,196.0,10.0,13.0,13.0,68.0,2.0,157.75799999999998,324.0,4.0,10.0,100.949,43.0,628.122,2.0,5.0
2017-05-28,34,4.0,0.0,5.0,2697.0,0.0,835.0,7.0,873.0,762.0,262.676,138.0,84.281,4400.008,9.0,3.0,41.0,36.0,1.0,193.0,8.0,7.0,26.0,30.0,1.0,138.972,287.0,5.0,8.0,142.136,18.0,732.5360000000001,6.0,7.0
2017-05-29,34,1.0,0.0,2.0,2604.0,0.0,855.0,6.0,874.0,630.0,257.697,189.0,58.0,3602.047,6.0,3.0,29.0,45.0,2.0,215.0,2.0,8.0,4.0,19.0,2.0,192.76,261.0,2.0,5.0,127.118996,21.971999999999998,760.828,5.0,2.0
2017-05-30,34,3.0,0.0,1.0,2153.0,0.0,585.0,3.0,830.0,557.0,202.489,99.0,72.0,3444.797,2.0,5.0,36.0,45.0,0.0,162.0,10.0,8.0,4.0,24.0,4.0,144.886,194.0,6.0,6.0,137.214,43.413999999999994,1264.708,1.0,6.0
2017-05-31,34,2.0,0.0,4.0,2293.0,0.0,743.0,14.0,846.0,918.0,260.238,95.0,68.0,3974.5159999999996,5.0,2.0,13.0,57.0,1.0,204.0,15.0,7.0,8.0,23.0,0.0,230.76398999999998,237.0,8.0,8.0,133.759,48.123000000000005,666.6260000000001,5.0,7.0
2017-06-01,34,7.0,0.0,2.0,1949.0,0.0,599.0,5.0,881.0,512.0,213.734,118.0,64.0,3860.1090000000004,0.0,4.0,22.0,57.0,1.0,205.0,3.0,6.0,5.0,17.0,0.0,232.578,231.0,5.0,5.0,137.739,27.642,658.3789999999999,4.0,10.0
2017-06-02,34,5.0,0.0,5.0,2868.0,0.0,726.0,12.0,910.0,595.0,255.253,100.0,70.22,4232.617,2.0,3.0,43.0,47.0,1.0,225.0,5.0,9.0,1.0,97.0,2.0,209.63299999999998,277.0,3.0,8.0,172.50400000000002,63.751000000000005,718.225,1.0,1.0
2017-06-03,34,3.0,0.0,4.0,3249.0,0.0,722.0,6.0,1091.0,898.0,266.51,105.0,69.0,5039.383,7.0,4.0,87.0,70.0,1.0,282.0,15.0,21.0,6.0,46.0,4.0,167.824,269.0,14.0,9.0,167.956,54.997,875.113,5.0,3.0
2017-06-04,34,9.0,1.0,6.0,3394.0,0.0,772.0,2.0,1084.0,1005.0,260.035,160.0,99.484,4937.023,3.0,3.0,47.0,50.0,0.0,338.0,7.0,5.0,7.0,37.0,5.0,207.623,309.0,7.0,12.0,118.694,42.042,771.1389999999999,0.0,5.0
2017-06-05,34,5.0,0.0,1.0,2291.0,0.0,628.0,9.0,956.0,697.0,272.077,219.0,97.86200000000001,3997.1090000000004,0.0,1.0,31.0,60.0,1.0,213.0,10.0,4.0,7.0,17.0,0.0,198.09900000000002,275.0,7.0,7.0,162.52,16.0,814.278,2.0,3.0
2017-06-06,34,7.0,0.0,6.0,2194.0,0.0,646.0,6.0,768.0,611.0,222.827,95.0,83.59,3819.797,2.0,4.0,41.0,50.0,0.0,181.0,1.0,2.0,7.0,23.0,2.0,187.83,329.0,1.0,8.0,107.105,14.559000000000001,1532.4129999999998,1.0,6.0
2017-06-07,34,5.0,0.0,3.0,2161.0,0.0,600.0,10.0,658.0,751.0,210.308,119.0,72.0,3519.438,2.0,5.0,44.0,48.0,0.0,188.0,1.0,0.0,3.0,11.0,2.0,156.154,244.0,2.0,10.0,92.673996,20.016,703.235,2.0,11.0
2017-06-08,34,2.0,0.0,3.0,2204.0,0.0,542.0,5.0,629.0,528.0,216.36,84.0,60.18600000000001,3333.008,1.0,7.0,27.0,41.0,1.0,159.0,2.0,12.0,4.0,36.0,3.0,210.489,197.0,5.0,7.0,105.984,49.0,699.137,1.0,5.0
2017-06-09,34,2.0,0.0,2.0,2850.0,0.0,647.0,8.0,860.0,740.0,273.531,117.0,79.312,3717.68,3.0,6.0,33.0,41.0,0.0,136.0,1.0,9.0,5.0,44.0,2.0,159.524,221.0,7.0,5.0,185.86,47.0,736.0060000000001,5.0,4.0
2017-06-10,34,3.0,0.0,4.0,2420.0,0.0,613.0,6.0,830.0,737.0,265.945,80.0,78.143,4209.398,3.0,1.0,44.0,58.0,0.0,182.0,13.0,16.0,9.0,77.0,2.0,203.282,285.0,5.0,7.0,129.88299999999998,57.0,728.062,1.0,3.0
2017-06-11,34,1.0,0.0,3.0,2819.0,0.0,772.0,3.0,747.0,868.0,239.13,146.0,83.0,4319.891,3.0,7.0,31.0,46.0,1.0,207.0,15.0,10.0,2.0,14.0,4.0,172.976,290.0,5.0,9.0,142.721,57.0,826.877,3.0,1.0
2017-06-12,34,7.0,1.0,1.0,2296.0,0.0,653.0,5.0,657.0,695.0,237.94400000000002,153.0,67.816,3709.445,4.0,9.0,22.0,42.0,2.0,183.0,3.0,5.0,5.0,22.0,4.0,115.90299999999999,234.0,4.0,10.0,102.818,44.004,721.2869999999999,3.0,1.0
2017-06-13,34,4.0,0.0,2.0,1813.0,0.0,561.0,4.0,710.0,601.0,180.345,137.0,56.0,3068.656,0.0,9.0,45.0,45.0,1.0,147.0,8.0,5.0,4.0,23.0,2.0,121.095,202.0,2.0,6.0,134.24200000000002,55.0,1417.557,2.0,2.0
2017-06-14,34,1.0,0.0,2.0,2311.0,0.0,515.0,2.0,565.0,791.0,211.59,79.0,61.0,3153.938,6.0,2.0,37.0,47.0,1.0,141.0,5.0,6.0,4.0,42.0,1.0,155.675,209.0,1.0,9.0,109.432,48.0,498.345,0.0,5.0
2017-06-15,34,1.0,0.0,3.0,1811.0,0.0,643.0,8.0,681.0,593.0,189.614,53.0,99.46600000000001,2982.813,2.0,8.0,27.0,50.0,0.0,215.0,9.0,2.0,2.0,40.0,3.0,285.29,270.0,8.0,7.0,130.013,57.0,494.84,0.0,3.0
2017-06-16,34,3.0,0.0,10.0,2429.0,0.0,570.0,2.0,1039.0,746.0,340.939,148.0,103.816,4344.0,7.0,8.0,49.0,56.0,2.0,233.0,4.0,29.0,5.0,166.0,3.0,187.93900000000002,356.0,3.0,6.0,189.343,33.214,695.2080000000001,0.0,7.0
2017-06-17,34,5.0,0.0,2.0,3386.0,0.0,768.0,9.0,958.0,1093.0,300.119,143.0,135.937,5681.219,12.0,4.0,55.0,63.0,1.0,336.0,13.0,14.0,2.0,94.0,6.0,214.019,367.0,8.0,12.0,211.485,31.81,703.298,1.0,0.0
2017-06-18,34,0.0,0.0,4.0,2539.0,0.0,686.0,6.0,725.0,851.0,196.317,136.0,67.189,4169.609,18.0,3.0,45.0,49.0,1.0,242.0,7.0,19.0,5.0,45.0,4.0,169.31,275.0,10.0,8.0,148.063,40.489000000000004,700.7560000000001,5.0,8.0
2017-06-19,34,4.0,0.0,2.0,2350.0,0.0,549.0,4.0,890.0,802.0,209.017,185.0,95.0,3600.992,4.0,17.0,35.0,48.0,3.0,253.0,1.0,0.0,4.0,6.0,2.0,169.08700000000002,320.0,3.0,6.0,160.981,30.0,660.809,1.0,4.0
2017-06-20,34,5.0,0.0,5.0,1691.0,0.0,573.0,6.0,918.0,604.0,201.495,103.0,81.0,3711.656,6.0,4.0,28.0,41.0,0.0,245.0,2.0,1.0,8.0,16.0,4.0,185.39299,310.0,6.0,4.0,113.941,24.747,1052.867,0.0,5.0
2017-06-21,34,4.0,0.0,3.0,1838.0,0.0,631.0,7.0,764.0,1059.0,240.11900000000003,79.0,93.335,2790.68,5.0,2.0,21.0,46.0,0.0,204.0,6.0,0.0,1.0,24.0,1.0,180.297,264.0,6.0,6.0,114.381996,24.0,515.246,2.0,5.0
2017-06-22,34,2.0,0.0,3.0,1819.0,0.0,544.0,10.0,719.0,561.0,185.75,94.0,91.0,3069.625,11.0,4.0,19.0,46.0,0.0,205.0,2.0,10.0,4.0,27.0,1.0,245.30200000000002,219.0,6.0,9.0,109.365,37.72,541.0740000000001,1.0,4.0
2017-06-23,34,3.0,0.0,1.0,2362.0,0.0,602.0,16.0,834.0,589.0,184.28400000000002,132.0,84.0,3839.938,5.0,5.0,24.0,35.0,0.0,233.0,8.0,9.0,1.0,46.0,0.0,191.59799999999998,269.0,3.0,7.0,184.696,34.874,545.1709999999999,2.0,1.0
2017-06-24,34,1.0,0.0,1.0,2293.0,0.0,647.0,11.0,827.0,738.0,209.951,114.0,84.0,4066.297,9.0,2.0,24.0,50.0,0.0,211.0,3.0,14.0,3.0,64.0,3.0,163.174,336.0,7.0,4.0,128.779,49.906000000000006,684.2280000000001,4.0,4.0
2017-06-25,34,1.0,1.0,0.0,2480.0,0.0,640.0,6.0,752.0,795.0,256.281,114.0,59.0,3611.063,11.0,2.0,24.0,33.0,0.0,201.0,13.0,2.0,5.0,22.0,2.0,156.458,246.0,1.0,2.0,118.29799999999999,30.0,595.5319999999999,2.0,7.0
2017-06-26,34,4.0,1.0,1.0,2231.0,0.0,579.0,4.0,786.0,567.0,206.263,228.0,59.0,3543.82,4.0,4.0,26.0,35.0,0.0,246.0,1.0,5.0,11.0,16.0,0.0,160.547,275.0,8.0,6.0,138.71200000000002,41.0,651.53,6.0,3.0
2017-06-27,34,3.0,0.0,2.0,1940.0,0.0,537.0,3.0,816.0,522.0,186.69799999999998,173.0,51.0,2988.188,2.0,4.0,13.0,31.0,0.0,205.0,1.0,1.0,5.0,7.0,2.0,138.751,191.0,2.0,9.0,100.495,49.0,1211.594,2.0,1.0
2017-06-28,34,1.0,1.0,1.0,1722.0,0.0,564.0,7.0,713.0,802.0,187.27,168.0,43.0,2668.5229999999997,0.0,4.0,14.0,25.0,0.0,198.0,10.0,0.0,6.0,32.0,0.0,143.11700000000002,243.0,1.0,4.0,124.09100000000001,31.919,476.01199999999994,2.0,5.0
2017-06-29,34,3.0,0.0,3.0,1821.0,0.0,594.0,5.0,706.0,471.0,190.342,89.0,79.581,3243.797,3.0,5.0,12.0,39.0,0.0,227.0,2.0,6.0,4.0,22.0,0.0,233.322,196.0,7.0,6.0,93.071,25.006999999999998,586.505,1.0,3.0
2017-06-30,34,3.0,0.0,1.0,2551.0,0.0,536.0,9.0,965.0,732.0,321.901,188.0,129.52,4286.992,9.0,0.0,26.0,60.0,0.0,269.0,4.0,8.0,1.0,49.0,0.0,203.959,286.0,7.0,9.0,162.09601,26.801,546.475,0.0,4.0
2017-07-01,34,3.0,0.0,2.0,2992.0,0.0,788.0,15.0,1309.0,874.0,309.844,137.0,112.37899999999999,5781.539000000001,4.0,3.0,39.0,79.0,0.0,301.0,1.0,6.0,7.0,96.0,4.0,237.28400000000002,401.0,5.0,14.0,174.81099999999998,81.46600000000001,738.045,4.0,6.0
2017-07-02,34,5.0,1.0,3.0,3274.0,0.0,787.0,7.0,1080.0,939.0,340.13,168.0,68.0,5226.2970000000005,6.0,3.0,40.0,43.0,1.0,333.0,11.0,5.0,11.0,25.0,1.0,190.524,482.0,9.0,7.0,195.979,33.0,786.572,5.0,6.0
2017-07-03,34,2.0,0.0,1.0,2313.0,0.0,725.0,9.0,1053.0,684.0,294.992,229.0,58.0,4403.344,8.0,4.0,49.0,35.0,0.0,249.0,1.0,9.0,9.0,11.0,0.0,148.55,346.0,10.0,3.0,175.422,21.955,754.2669999999999,4.0,3.0
2017-07-04,34,4.0,0.0,3.0,2276.0,0.0,707.0,5.0,929.0,575.0,239.87599999999998,86.0,48.0,3825.938,7.0,2.0,20.0,38.0,0.0,191.0,2.0,3.0,3.0,12.0,1.0,180.447,297.0,9.0,5.0,156.95,38.0,1288.461,3.0,3.0
2017-07-05,34,2.0,1.0,3.0,2057.0,0.0,574.0,3.0,818.0,823.0,219.572,75.0,68.0,2835.969,9.0,1.0,23.0,30.0,1.0,208.0,2.0,3.0,2.0,43.0,2.0,154.476,238.0,6.0,6.0,138.434,53.0,492.088,2.0,1.0
2017-07-06,34,1.0,0.0,5.0,1808.0,0.0,532.0,8.0,727.0,475.0,217.355,111.0,104.0,3206.3590000000004,15.0,2.0,25.0,39.0,0.0,194.0,1.0,10.0,0.0,100.0,1.0,274.592,176.0,2.0,8.0,148.565,38.718,645.807,3.0,7.0
2017-07-07,34,3.0,0.0,3.0,2633.0,0.0,678.0,9.0,921.0,761.0,218.146,96.0,71.0,3631.375,7.0,3.0,31.0,45.0,1.0,244.0,5.0,9.0,6.0,35.0,5.0,147.869,286.0,4.0,13.0,183.581,44.0,715.3380000000001,3.0,7.0
2017-07-08,34,2.0,0.0,3.0,2873.0,0.0,726.0,12.0,933.0,875.0,231.294,156.0,99.26899999999999,4298.539000000001,5.0,3.0,45.0,48.0,1.0,292.0,3.0,12.0,7.0,42.0,6.0,157.513,318.0,6.0,5.0,177.942,51.729,792.072,4.0,7.0
2017-07-09,34,2.0,0.0,1.0,2458.0,0.0,773.0,9.0,1024.0,769.0,256.052,123.0,58.0,4333.438,18.0,2.0,25.0,36.0,1.0,255.0,8.0,6.0,3.0,11.0,2.0,166.717,264.0,4.0,5.0,113.895,37.909,729.553,5.0,3.0
2017-07-10,34,7.0,1.0,0.0,2019.0,0.0,633.0,11.0,841.0,679.0,234.13400000000001,645.0,64.0,3614.367,9.0,3.0,14.0,29.0,0.0,200.0,8.0,8.0,5.0,24.0,2.0,185.107,239.0,3.0,4.0,165.609,31.871,701.2310000000001,7.0,3.0
2017-07-11,34,1.0,0.0,0.0,2055.0,0.0,647.0,5.0,862.0,610.0,205.442,89.0,72.286,3628.2340000000004,4.0,3.0,79.0,31.0,0.0,198.0,4.0,3.0,1.0,13.0,3.0,135.701,191.0,5.0,4.0,139.55200000000002,47.0,1383.1129999999998,4.0,6.0
2017-07-12,34,4.0,1.0,0.0,1903.0,0.0,587.0,4.0,565.0,830.0,192.03,93.0,52.0,2973.078,4.0,2.0,24.0,26.0,0.0,203.0,2.0,7.0,6.0,25.0,1.0,152.121,228.0,5.0,11.0,130.441,32.018,686.221,5.0,4.0
2017-07-13,34,3.0,0.0,1.0,2062.0,0.0,535.0,6.0,748.0,525.0,164.157,110.0,65.09100000000001,2853.2729999999997,7.0,6.0,26.0,34.0,0.0,161.0,5.0,4.0,5.0,29.0,3.0,254.835,182.0,1.0,7.0,112.266,29.093000000000004,597.818,4.0,3.0
2017-07-14,34,4.0,0.0,0.0,2071.0,0.0,566.0,9.0,834.0,622.0,276.185,114.0,81.0,4140.8279999999995,10.0,3.0,24.0,31.0,1.0,221.0,1.0,4.0,3.0,60.0,1.0,149.809,236.0,9.0,2.0,202.602,47.004,659.2180000000001,3.0,4.0
2017-07-15,34,0.0,0.0,2.0,2798.0,0.0,655.0,3.0,906.0,837.0,267.597,138.0,89.726,4840.891,9.0,4.0,37.0,35.0,1.0,277.0,2.0,9.0,3.0,109.0,2.0,210.481,377.0,4.0,10.0,165.08599999999998,30.0,734.627,0.0,11.0
2017-07-16,34,2.0,0.0,1.0,2922.0,0.0,832.0,9.0,864.0,935.0,314.38,114.0,53.0,4429.141,6.0,5.0,33.0,37.0,1.0,288.0,5.0,2.0,4.0,46.0,6.0,132.88,233.0,7.0,6.0,173.41099999999997,37.288002,741.8560000000001,5.0,5.0
2017-07-17,34,2.0,0.0,0.0,2442.0,0.0,754.0,14.0,879.0,758.0,272.702,189.0,66.0,3778.547,10.0,2.0,27.0,31.0,0.0,236.0,2.0,3.0,2.0,21.0,1.0,234.981,210.0,16.0,5.0,166.91,51.0,748.775,5.0,6.0
2017-07-18,34,5.0,0.0,1.0,2108.0,0.0,601.0,8.0,779.0,608.0,270.454,92.0,44.0,3127.8520000000003,10.0,5.0,31.0,37.0,0.0,211.0,3.0,3.0,0.0,15.0,0.0,181.22799999999998,229.0,3.0,2.0,126.27600000000001,35.0,1162.121,1.0,3.0
2017-07-19,34,8.0,1.0,0.0,1607.0,0.0,485.0,15.0,591.0,666.0,169.495,114.0,44.0,2887.117,9.0,1.0,43.0,26.0,0.0,185.0,2.0,3.0,2.0,15.0,2.0,141.077,261.0,3.0,4.0,130.86,16.0,539.064,1.0,7.0
2017-07-20,34,2.0,0.0,0.0,2121.0,0.0,551.0,1.0,920.0,537.0,203.516,59.0,57.0,3136.5159999999996,7.0,1.0,32.0,33.0,0.0,191.0,2.0,10.0,3.0,27.0,4.0,242.43,265.0,5.0,4.0,169.94299999999998,49.778,619.2819999999999,5.0,5.0
2017-07-21,34,3.0,0.0,1.0,2243.0,0.0,555.0,6.0,833.0,601.0,227.018,147.0,94.24,3844.2340000000004,9.0,4.0,45.0,26.0,0.0,184.0,1.0,9.0,5.0,50.0,8.0,202.71200000000002,228.0,5.0,10.0,162.745,25.546999999999997,716.618,1.0,2.0
2017-07-22,34,4.0,0.0,2.0,2952.0,0.0,585.0,17.0,725.0,779.0,210.095,188.0,123.94,4371.516,11.0,6.0,30.0,47.0,1.0,245.0,0.0,9.0,7.0,77.0,4.0,184.11101000000002,244.0,11.0,4.0,170.52900000000002,49.0,708.341,4.0,7.0
2017-07-23,34,3.0,0.0,0.0,2414.0,0.0,612.0,5.0,886.0,637.0,247.21900000000002,100.0,68.0,3717.031,3.0,0.0,37.0,41.0,1.0,179.0,2.0,3.0,1.0,45.0,2.0,174.456,226.0,2.0,12.0,141.362,34.0,626.389,3.0,7.0
2017-07-24,34,12.0,1.0,1.0,2207.0,0.0,524.0,3.0,796.0,640.0,235.605,216.0,55.0,3403.406,6.0,7.0,12.0,38.0,1.0,192.0,1.0,8.0,6.0,16.0,2.0,148.66899999999998,264.0,3.0,7.0,149.493,22.0,596.391,3.0,6.0
2017-07-25,34,4.0,0.0,7.0,1834.0,0.0,597.0,6.0,621.0,531.0,183.549,137.0,48.0,2924.4770000000003,4.0,6.0,17.0,39.0,0.0,180.0,0.0,4.0,4.0,24.0,2.0,152.121,234.0,0.0,4.0,136.31,29.0,940.966,4.0,2.0
2017-07-26,34,2.0,0.0,1.0,1605.0,0.0,530.0,5.0,539.0,560.0,190.572,64.0,52.0,2853.3979999999997,6.0,8.0,23.0,19.0,0.0,120.0,0.0,5.0,0.0,25.0,0.0,204.45601000000002,190.0,0.0,4.0,179.408,18.0,545.387,4.0,4.0
2017-07-27,34,4.0,0.0,1.0,2026.0,0.0,550.0,11.0,611.0,491.0,197.13299999999998,52.0,58.144,3830.203,8.0,6.0,18.0,27.0,0.0,166.0,3.0,7.0,3.0,52.0,2.0,234.08700000000002,205.0,4.0,6.0,119.929,26.0,580.618,1.0,2.0
2017-07-28,34,3.0,0.0,0.0,2165.0,0.0,727.0,13.0,1291.0,491.0,270.435,177.0,72.0,4114.6720000000005,3.0,8.0,44.0,30.0,0.0,221.0,1.0,10.0,0.0,39.0,4.0,166.52700000000002,259.0,5.0,4.0,183.077,49.864,582.7090000000001,0.0,0.0
2017-07-29,34,4.0,2.0,5.0,3370.0,0.0,799.0,6.0,1001.0,682.0,261.078,91.0,63.0,5467.102,7.0,10.0,45.0,57.0,0.0,264.0,3.0,13.0,3.0,75.0,4.0,198.761,280.0,4.0,4.0,129.59601,28.624000000000002,632.599,2.0,1.0
2017-07-30,34,3.0,0.0,4.0,2978.0,0.0,702.0,4.0,792.0,604.0,237.52,163.0,62.0,4913.039000000001,1.0,5.0,42.0,60.0,0.0,200.0,7.0,5.0,3.0,30.0,2.0,188.74599999999998,244.0,0.0,9.0,122.65299999999999,43.781000000000006,639.319,6.0,5.0
2017-07-31,34,1.0,1.0,3.0,2815.0,0.0,859.0,11.0,1512.0,723.0,283.233,148.0,68.0,4717.977,9.0,4.0,45.0,49.0,0.0,256.0,7.0,7.0,2.0,29.0,1.0,176.088,317.0,6.0,12.0,148.116,41.762,671.1669999999999,9.0,5.0
2017-08-01,34,3.0,0.0,4.0,2499.0,0.0,768.0,7.0,1210.0,669.0,290.004,126.0,68.375,4610.82,13.0,6.0,48.0,60.0,0.0,263.0,2.0,4.0,5.0,18.0,1.0,199.975,369.0,3.0,4.0,161.876,48.846000000000004,1158.343,4.0,4.0
